Line	Book	Chapter	Verse	Scripture
4127	Act 	10	12	ἐν ᾧ ὑπῆρχεν πάντα τὰ τετράποδα τῆς γῆς καὶ τὰ θηρία καὶ τὰ ἑρπετὰ καὶ τὰ πετεινὰ τοῦ οὐρανοῦ 
4128	Act 	10	13	καὶ ἐγένετο φωνὴ πρὸς αὐτόν Ἀναστάς Πέτρε θῦσον καὶ φάγε 
4129	Act 	10	14	ὁ δὲ Πέτρος εἶπεν Μηδαμῶς κύριε ὅτι οὐδέποτε ἔφαγον πᾶν κοινὸν ἢ ἀκάθαρτον 
4130	Act 	10	15	καὶ φωνὴ πάλιν ἐκ δευτέρου πρὸς αὐτόν Ἃ ὁ θεὸς ἐκαθάρισεν σὺ μὴ κοίνου 
4131	Act 	10	16	τοῦτο δὲ ἐγένετο ἐπὶ τρίς καὶ πάλιν ἀνελήφθη τὸ σκεῦος εἰς τὸν οὐρανόν 
4132	Act 	10	17	Ὡς δὲ ἐν ἑαυτῷ διηπόρει ὁ Πέτρος τί ἂν εἴη τὸ ὅραμα ὃ εἶδεν καὶ ἰδού, οἱ ἄνδρες οἱ ἀπεσταλμένοι ἀπὸ τοῦ Κορνηλίου διερωτήσαντες τὴν οἰκίαν Σίμωνος ἐπέστησαν ἐπὶ τὸν πυλῶνα 
4133	Act 	10	18	καὶ φωνήσαντες ἐπυνθάνοντο εἰ Σίμων ὁ ἐπικαλούμενος Πέτρος ἐνθάδε ξενίζεται 
4134	Act 	10	19	τοῦ δὲ Πέτρου ἐνθυμουμένου περὶ τοῦ ὁράματος εἶπεν αὐτῷ τὸ πνεῦμα Ἰδού, ἄνδρες τρεῖς ζητοῦσιν σε 
4135	Act 	10	20	ἀλλὰ ἀναστὰς κατάβηθι καὶ πορεύου σὺν αὐτοῖς μηδὲν διακρινόμενος διότι ἐγὼ ἀπέσταλκα αὐτούς 
4136	Act 	10	21	καταβὰς δὲ Πέτρος πρὸς τοὺς ἄνδρας τοὺς ἀπεσταλμενοῦς ἀπὸ τοῦ Κορνηλίου πρὸς αὑτὸν, εἶπεν Ἰδού, ἐγώ εἰμι ὃν ζητεῖτε.  τίς ἡ αἰτία δι' ἣν πάρεστε 
4137	Act 	10	22	οἱ δὲ εἶπον, Κορνήλιος ἑκατοντάρχης ἀνὴρ δίκαιος καὶ φοβούμενος τὸν θεὸν μαρτυρούμενός τε ὑπὸ ὅλου τοῦ ἔθνους τῶν Ἰουδαίων ἐχρηματίσθη ὑπὸ ἀγγέλου ἁγίου μεταπέμψασθαί σε εἰς τὸν οἶκον αὐτοῦ καὶ ἀκοῦσαι ῥήματα παρὰ σοῦ 
4138	Act 	10	23	εἰσκαλεσάμενος οὖν αὐτοὺς ἐξένισεν Τῇ δὲ ἐπαύριον ὁ Πέτρος, ἐξῆλθεν σὺν αὐτοῖς καί τινες τῶν ἀδελφῶν τῶν ἀπὸ τὴς Ἰόππης συνῆλθον αὐτῷ 
4139	Act 	10	24	καὶ τῇ ἐπαύριον εἰσῆλθον εἰς τὴν Καισάρειαν.  ὁ δὲ Κορνήλιος ἦν προσδοκῶν αὐτούς συγκαλεσάμενος τοὺς συγγενεῖς αὐτοῦ καὶ τοὺς ἀναγκαίους φίλους 
4140	Act 	10	25	ὡς δὲ ἐγένετο εἰσελθεῖν τὸν Πέτρον συναντήσας αὐτῷ ὁ Κορνήλιος πεσὼν ἐπὶ τοὺς πόδας προσεκύνησεν 
4141	Act 	10	26	ὁ δὲ Πέτρος αὐτὸν ἤγειρεν λέγων, Ἀνάστηθι.  κἀγὼ αὐτὸς ἄνθρωπός εἰμι 
4142	Act 	10	27	καὶ συνομιλῶν αὐτῷ εἰσῆλθεν καὶ εὑρίσκει συνεληλυθότας πολλούς 
4143	Act 	10	28	ἔφη τε πρὸς αὐτούς Ὑμεῖς ἐπίστασθε ὡς ἀθέμιτόν ἐστιν ἀνδρὶ Ἰουδαίῳ κολλᾶσθαι ἢ προσέρχεσθαι ἀλλοφύλῳ.  καὶ ἐμοὶ ὁ θεὸς ἔδειξεν μηδένα κοινὸν ἢ ἀκάθαρτον λέγειν ἄνθρωπον.  
4144	Act 	10	29	διὸ καὶ ἀναντιρρήτως ἦλθον μεταπεμφθείς πυνθάνομαι οὖν τίνι λόγῳ μετεπέμψασθέ με 
4145	Act 	10	30	καὶ ὁ Κορνήλιος ἔφη Ἀπὸ τετάρτης ἡμέρας μέχρι ταύτης τῆς ὥρας ἤμην νηστεύων, καὶ τὴν ἐννάτην ὥραν προσευχόμενος ἐν τῷ οἴκῳ μου καὶ ἰδού, ἀνὴρ ἔστη ἐνώπιόν μου ἐν ἐσθῆτι λαμπρᾷ 
4146	Act 	10	31	καὶ φησίν Κορνήλιε εἰσηκούσθη σου ἡ προσευχὴ καὶ αἱ ἐλεημοσύναι σου ἐμνήσθησαν ἐνώπιον τοῦ θεοῦ 
4147	Act 	10	32	πέμψον οὖν εἰς Ἰόππην καὶ μετακάλεσαι Σίμωνα ὃς ἐπικαλεῖται Πέτρος οὗτος ξενίζεται ἐν οἰκίᾳ Σίμωνος βυρσέως παρὰ θάλασσαν ὃς παραγενόμενος λαλήσει σοι 
4148	Act 	10	33	ἐξαυτῆς οὖν ἔπεμψα πρὸς σέ σύ τε καλῶς ἐποίησας παραγενόμενος νῦν οὖν πάντες ἡμεῖς ἐνώπιον τοῦ θεοῦ πάρεσμεν ἀκοῦσαι πάντα τὰ προστεταγμένα σοι ὑπὸ τοῦ Θεοῦ 
4149	Act 	10	34	Ἀνοίξας δὲ Πέτρος τὸ στόμα εἶπεν Ἐπ ἀληθείας καταλαμβάνομαι ὅτι οὐκ ἔστιν προσωπολήπτης ὁ θεός 
4150	Act 	10	35	ἀλλ' ἐν παντὶ ἔθνει ὁ φοβούμενος αὐτὸν καὶ ἐργαζόμενος δικαιοσύνην δεκτὸς αὐτῷ ἐστιν 
4151	Act 	10	36	τὸν λόγον ὃν ἀπέστειλεν τοῖς υἱοῖς Ἰσραὴλ εὐαγγελιζόμενος εἰρήνην διὰ Ἰησοῦ Χριστοῦ οὗτός ἐστιν πάντων κύριος 
4152	Act 	10	37	ὑμεῖς οἴδατε τὸ γενόμενον ῥῆμα καθ' ὅλης τῆς Ἰουδαίας ἀρξάμενον ἀπὸ τῆς Γαλιλαίας μετὰ τὸ βάπτισμα ὃ ἐκήρυξεν Ἰωάννης 
4153	Act 	10	38	Ἰησοῦν τὸν ἀπὸ Ναζαρέτ ὡς ἔχρισεν αὐτὸν ὁ θεὸς πνεύματι ἁγίῳ καὶ δυνάμει ὃς διῆλθεν εὐεργετῶν καὶ ἰώμενος πάντας τοὺς καταδυναστευομένους ὑπὸ τοῦ διαβόλου ὅτι ὁ θεὸς ἦν μετ' αὐτοῦ 
4154	Act 	10	39	καὶ ἡμεῖς ἐσμεν μάρτυρες πάντων ὧν ἐποίησεν ἔν τε τῇ χώρᾳ τῶν Ἰουδαίων καὶ ἐν Ἰερουσαλήμ ὃν ἀνεῖλον κρεμάσαντες ἐπὶ ξύλου 
4155	Act 	10	40	τοῦτον ὁ θεὸς ἤγειρεν τῇ τρίτῃ ἡμέρᾳ καὶ ἔδωκεν αὐτὸν ἐμφανῆ γενέσθαι 
4156	Act 	10	41	οὐ παντὶ τῷ λαῷ ἀλλὰ μάρτυσιν τοῖς προκεχειροτονημένοις ὑπὸ τοῦ θεοῦ ἡμῖν οἵτινες συνεφάγομεν καὶ συνεπίομεν αὐτῷ μετὰ τὸ ἀναστῆναι αὐτὸν ἐκ νεκρῶν.  
4157	Act 	10	42	καὶ παρήγγειλεν ἡμῖν κηρύξαι τῷ λαῷ καὶ διαμαρτύρασθαι ὅτι αὐτός ἐστιν ὁ ὡρισμένος ὑπὸ τοῦ θεοῦ κριτὴς ζώντων καὶ νεκρῶν 
4158	Act 	10	43	τούτῳ πάντες οἱ προφῆται μαρτυροῦσιν ἄφεσιν ἁμαρτιῶν λαβεῖν διὰ τοῦ ὀνόματος αὐτοῦ πάντα τὸν πιστεύοντα εἰς αὐτόν 
4159	Act 	10	44	Ἔτι λαλοῦντος τοῦ Πέτρου τὰ ῥήματα ταῦτα ἐπέπεσεν τὸ πνεῦμα τὸ ἅγιον ἐπὶ πάντας τοὺς ἀκούοντας τὸν λόγον 
4160	Act 	10	45	καὶ ἐξέστησαν οἱ ἐκ περιτομῆς πιστοὶ ὅσοι συνῆλθον τῷ Πέτρῳ ὅτι καὶ ἐπὶ τὰ ἔθνη ἡ δωρεὰ τοῦ ἁγίου πνεύματος ἐκκέχυται.  
4161	Act 	10	46	ἤκουον γὰρ αὐτῶν λαλούντων γλώσσαις καὶ μεγαλυνόντων τὸν θεόν τότε ἀπεκρίθη ὁ Πέτρος 
4162	Act 	10	47	Μήτι τὸ ὕδωρ κωλῦσαί δύναται τις τοῦ μὴ βαπτισθῆναι τούτους οἵτινες τὸ πνεῦμα τὸ ἅγιον ἔλαβον καθὼς καὶ ἡμεῖς 
4163	Act 	10	48	προσέταξεν τε αὐτοὺς βαπτισθῆναι ἐν τῷ ὀνόματι τοῦ Κυρίου τότε ἠρώτησαν αὐτὸν ἐπιμεῖναι ἡμέρας τινάς 
4164	Act 	11	1	Ἤκουσαν δὲ οἱ ἀπόστολοι καὶ οἱ ἀδελφοὶ οἱ ὄντες κατὰ τὴν Ἰουδαίαν ὅτι καὶ τὰ ἔθνη ἐδέξαντο τὸν λόγον τοῦ θεοῦ 
4165	Act 	11	2	καὶ ὅτε ἀνέβη Πέτρος εἰς Ἱεροσόλυμα διεκρίνοντο πρὸς αὐτὸν οἱ ἐκ περιτομῆς 
4166	Act 	11	3	λέγοντες ὅτι πρὸς ἄνδρας ἀκροβυστίαν ἔχοντας Εἰσῆλθες καὶ συνέφαγες αὐτοῖς 
4167	Act 	11	4	ἀρξάμενος δὲ ὁ Πέτρος ἐξετίθετο αὐτοῖς καθεξῆς λέγων 
4168	Act 	11	5	Ἐγὼ ἤμην ἐν πόλει Ἰόππῃ προσευχόμενος καὶ εἶδον ἐν ἐκστάσει ὅραμα καταβαῖνον σκεῦός τι ὡς ὀθόνην μεγάλην τέσσαρσιν ἀρχαῖς καθιεμένην ἐκ τοῦ οὐρανοῦ καὶ ἦλθεν ἄχρις ἐμοῦ.  
4169	Act 	11	6	εἰς ἣν ἀτενίσας κατενόουν καὶ εἶδον τὰ τετράποδα τῆς γῆς καὶ τὰ θηρία καὶ τὰ ἑρπετὰ καὶ τὰ πετεινὰ τοῦ οὐρανοῦ 
4170	Act 	11	7	ἤκουσα δὲ φωνῆς λεγούσης μοι Ἀναστάς Πέτρε θῦσον καὶ φάγε 
4171	Act 	11	8	εἶπον δέ Μηδαμῶς κύριε ὅτι πᾶν κοινὸν ἢ ἀκάθαρτον οὐδέποτε εἰσῆλθεν εἰς τὸ στόμα μου 
4172	Act 	11	9	ἀπεκρίθη δὲ μοι φωνὴ ἐκ δευτέρου ἐκ τοῦ οὐρανοῦ Ἃ ὁ θεὸς ἐκαθάρισεν σὺ μὴ κοίνου 
4173	Act 	11	10	τοῦτο δὲ ἐγένετο ἐπὶ τρίς καὶ πάλιν ἀνεσπάσθη ἅπαντα εἰς τὸν οὐρανόν 
4174	Act 	11	11	καὶ ἰδού, ἐξαυτῆς τρεῖς ἄνδρες ἐπέστησαν ἐπὶ τὴν οἰκίαν ἐν ᾗ ἤμην ἀπεσταλμένοι ἀπὸ Καισαρείας πρός με 
4175	Act 	11	12	εἶπεν δὲ μοι τὸ πνεῦμά συνελθεῖν αὐτοῖς μηδὲν διακρίνόμενον ἦλθον δὲ σὺν ἐμοὶ καὶ οἱ ἓξ ἀδελφοὶ οὗτοι καὶ εἰσήλθομεν εἰς τὸν οἶκον τοῦ ἀνδρός 
4176	Act 	11	13	ἀπήγγειλεν τε ἡμῖν πῶς εἶδεν τὸν ἄγγελον ἐν τῷ οἴκῳ αὐτοῦ σταθέντα καὶ εἰπόντα αὐτῷ, Ἀπόστειλον εἰς Ἰόππην ἄνδρας, καὶ μετάπεμψαι Σίμωνα τὸν ἐπικαλούμενον Πέτρον 
4177	Act 	11	14	ὃς λαλήσει ῥήματα πρὸς σὲ ἐν οἷς σωθήσῃ σὺ καὶ πᾶς ὁ οἶκός σου 
4178	Act 	11	15	ἐν δὲ τῷ ἄρξασθαί με λαλεῖν ἐπέπεσεν τὸ πνεῦμα τὸ ἅγιον ἐπ' αὐτοὺς ὥσπερ καὶ ἐφ' ἡμᾶς ἐν ἀρχῇ 
4179	Act 	11	16	ἐμνήσθην δὲ τοῦ ῥήματος κυρίου ὡς ἔλεγεν Ἰωάννης μὲν ἐβάπτισεν ὕδατι ὑμεῖς δὲ βαπτισθήσεσθε ἐν πνεύματι ἁγίῳ 
4180	Act 	11	17	εἰ οὖν τὴν ἴσην δωρεὰν ἔδωκεν αὐτοῖς ὁ θεὸς ὡς καὶ ἡμῖν πιστεύσασιν ἐπὶ τὸν κύριον Ἰησοῦν Χριστόν ἐγὼ δὲ τίς ἤμην δυνατὸς κωλῦσαι τὸν θεόν 
4181	Act 	11	18	ἀκούσαντες δὲ ταῦτα ἡσύχασαν καὶ ἐδόξαζον τὸν θεὸν λέγοντες Ἄραγε καὶ τοῖς ἔθνεσιν ὁ θεὸς τὴν μετάνοιαν ἔδωκεν εἰς ζωὴν 
4182	Act 	11	19	Οἱ μὲν οὖν διασπαρέντες ἀπὸ τῆς θλίψεως τῆς γενομένης ἐπὶ Στεφάνῳ διῆλθον ἕως Φοινίκης καὶ Κύπρου καὶ Ἀντιοχείας μηδενὶ λαλοῦντες τὸν λόγον εἰ μὴ μόνον Ἰουδαίοις 
4183	Act 	11	20	ἦσαν δέ τινες ἐξ αὐτῶν ἄνδρες Κύπριοι καὶ Κυρηναῖοι οἵτινες εἰσελθόντες εἰς Ἀντιόχειαν ἐλάλουν πρὸς τοὺς Ἑλληνιστάς εὐαγγελιζόμενοι τὸν κύριον Ἰησοῦν 
4184	Act 	11	21	καὶ ἦν χεὶρ κυρίου μετ' αὐτῶν πολύς τε ἀριθμὸς πιστεύσας ἐπέστρεψεν ἐπὶ τὸν κύριον 
4185	Act 	11	22	ἠκούσθη δὲ ὁ λόγος εἰς τὰ ὦτα τῆς ἐκκλησίας τῆς ἐν Ἱεροσολύμοις περὶ αὐτῶν καὶ ἐξαπέστειλαν Βαρναβᾶν διελθεῖν ἕως Ἀντιοχείας.  
4186	Act 	11	23	ὃς παραγενόμενος καὶ ἰδὼν τὴν χάριν τοῦ θεοῦ ἐχάρη καὶ παρεκάλει πάντας τῇ προθέσει τῆς καρδίας προσμένειν τῷ κυρίῳ 
4187	Act 	11	24	ὅτι ἦν ἀνὴρ ἀγαθὸς καὶ πλήρης πνεύματος ἁγίου καὶ πίστεως καὶ προσετέθη ὄχλος ἱκανὸς τῷ κυρίῳ 
4188	Act 	11	25	ἐξῆλθεν δὲ εἰς Ταρσὸν ὁ Βαρνάβας ἀναζητῆσαι Σαῦλον 
4189	Act 	11	26	καὶ εὑρὼν αὐτὸν ἤγαγεν αὐτόν εἰς Ἀντιόχειαν ἐγένετο δὲ αὐτούς ἐνιαυτὸν ὅλον συναχθῆναι ἐν τῇ ἐκκλησίᾳ καὶ διδάξαι ὄχλον ἱκανόν χρηματίσαι τε πρώτον ἐν Ἀντιοχείᾳ τοὺς μαθητὰς Χριστιανούς 
4190	Act 	11	27	Ἐν ταύταις δὲ ταῖς ἡμέραις κατῆλθον ἀπὸ Ἱεροσολύμων προφῆται εἰς Ἀντιόχειαν 
4191	Act 	11	28	ἀναστὰς δὲ εἷς ἐξ αὐτῶν ὀνόματι Ἅγαβος ἐσήμανεν διὰ τοῦ πνεύματος λιμὸν μέγαν μέλλειν ἔσεσθαι ἐφ' ὅλην τὴν οἰκουμένην ὅστις καὶ ἐγένετο ἐπὶ Κλαυδίου Καίσαρος 
4192	Act 	11	29	τῶν δὲ μαθητῶν καθὼς ηὐπορεῖτό τις ὥρισαν ἕκαστος αὐτῶν εἰς διακονίαν πέμψαι τοῖς κατοικοῦσιν ἐν τῇ Ἰουδαίᾳ ἀδελφοῖς.  
4193	Act 	11	30	ὃ καὶ ἐποίησαν ἀποστείλαντες πρὸς τοὺς πρεσβυτέρους διὰ χειρὸς Βαρναβᾶ καὶ Σαύλου 
4194	Act 	12	1	Κατ' ἐκεῖνον δὲ τὸν καιρὸν ἐπέβαλεν Ἡρῴδης ὁ βασιλεὺς τὰς χεῖρας κακῶσαί τινας τῶν ἀπὸ τῆς ἐκκλησίας 
4195	Act 	12	2	ἀνεῖλεν δὲ Ἰάκωβον τὸν ἀδελφὸν Ἰωάννου μαχαίρᾳ 
4196	Act 	12	3	καὶ ἰδὼν ὅτι ἀρεστόν ἐστιν τοῖς Ἰουδαίοις προσέθετο συλλαβεῖν καὶ Πέτρον ἦσαν δὲ ἡμέραι τῶν ἀζύμων 
4197	Act 	12	4	ὃν καὶ πιάσας ἔθετο εἰς φυλακήν παραδοὺς τέσσαρσιν τετραδίοις στρατιωτῶν φυλάσσειν αὐτόν βουλόμενος μετὰ τὸ πάσχα ἀναγαγεῖν αὐτὸν τῷ λαῷ 
4198	Act 	12	5	ὁ μὲν οὖν Πέτρος ἐτηρεῖτο ἐν τῇ φυλακῇ.  προσευχὴ δὲ ἦν ἐκτενής γινομένη ὑπὸ τῆς ἐκκλησίας πρὸς τὸν θεὸν ὑπὲρ αὐτοῦ 
4199	Act 	12	6	Ὅτε δὲ ἔμελλεν αὐτὸν προάγειν ὁ Ἡρῴδης τῇ νυκτὶ ἐκείνῃ ἦν ὁ Πέτρος κοιμώμενος μεταξὺ δύο στρατιωτῶν δεδεμένος ἁλύσεσιν δυσίν φύλακές τε πρὸ τῆς θύρας ἐτήρουν τὴν φυλακήν 
4200	Act 	12	7	καὶ ἰδού, ἄγγελος κυρίου ἐπέστη καὶ φῶς ἔλαμψεν ἐν τῷ οἰκήματι.  πατάξας δὲ τὴν πλευρὰν τοῦ Πέτρου ἤγειρεν αὐτὸν λέγων, Ἀνάστα ἐν τάχει καὶ ἐξέπεσον αὐτοῦ αἱ ἁλύσεις ἐκ τῶν χειρῶν 
4201	Act 	12	8	εἶπεν τε ὁ ἄγγελος πρὸς αὐτόν Περίζῶσαι καὶ ὑπόδησαι τὰ σανδάλιά σου ἐποίησεν δὲ οὕτως καὶ λέγει αὐτῷ Περιβαλοῦ τὸ ἱμάτιόν σου καὶ ἀκολούθει μοι 
4202	Act 	12	9	καὶ ἐξελθὼν ἠκολούθει αὐτῷ.  καὶ οὐκ ᾔδει ὅτι ἀληθές ἐστιν τὸ γινόμενον διὰ τοῦ ἀγγέλου.  ἐδόκει δὲ ὅραμα βλέπειν 
4203	Act 	12	10	διελθόντες δὲ πρώτην φυλακὴν καὶ δευτέραν ἦλθον ἐπὶ τὴν πύλην τὴν σιδηρᾶν τὴν φέρουσαν εἰς τὴν πόλιν ἥτις αὐτομάτη ἠνοίχθη αὐτοῖς καὶ ἐξελθόντες προῆλθον ῥύμην μίαν καὶ εὐθέως ἀπέστη ὁ ἄγγελος ἀπ' αὐτοῦ 
4204	Act 	12	11	καὶ ὁ Πέτρος γενόμενος ἐν ἑαυτῷ εἶπεν Νῦν οἶδα ἀληθῶς ὅτι ἐξαπέστειλεν κύριος τὸν ἄγγελον αὐτοῦ καὶ ἐξείλετο με ἐκ χειρὸς Ἡρῴδου καὶ πάσης τῆς προσδοκίας τοῦ λαοῦ τῶν Ἰουδαίων 
4205	Act 	12	12	συνιδών τε ἦλθεν ἐπὶ τὴν οἰκίαν Μαρίας τῆς μητρὸς Ἰωάννου τοῦ ἐπικαλουμένου Μάρκου οὗ ἦσαν ἱκανοὶ συνηθροισμένοι καὶ προσευχόμενοι 
4206	Act 	12	13	κρούσαντος δὲ τοῦ Πέτρου τὴν θύραν τοῦ πυλῶνος προσῆλθεν παιδίσκη ὑπακοῦσαι ὀνόματι Ῥόδη 
4207	Act 	12	14	καὶ ἐπιγνοῦσα τὴν φωνὴν τοῦ Πέτρου ἀπὸ τῆς χαρᾶς οὐκ ἤνοιξεν τὸν πυλῶνα εἰσδραμοῦσα δὲ ἀπήγγειλεν ἑστάναι τὸν Πέτρον πρὸ τοῦ πυλῶνος 
4208	Act 	12	15	οἱ δὲ πρὸς αὐτὴν εἶπον, Μαίνῃ ἡ δὲ διϊσχυρίζετο οὕτως ἔχειν οἱ δ' ἔλεγον Ὁ ἄγγελός αὐτοῦ ἐστιν 
4209	Act 	12	16	ὁ δὲ Πέτρος ἐπέμενεν κρούων.  ἀνοίξαντες δὲ εἶδον αὐτὸν καὶ ἐξέστησαν 
4210	Act 	12	17	κατασείσας δὲ αὐτοῖς τῇ χειρὶ σιγᾶν διηγήσατο αὐτοῖς πῶς ὁ κύριος αὐτὸν ἐξήγαγεν ἐκ τῆς φυλακῆς εἶπέν δὲ Ἀπαγγείλατε Ἰακώβῳ καὶ τοῖς ἀδελφοῖς ταῦτα καὶ ἐξελθὼν ἐπορεύθη εἰς ἕτερον τόπον 
4211	Act 	12	18	Γενομένης δὲ ἡμέρας ἦν τάραχος οὐκ ὀλίγος ἐν τοῖς στρατιώταις τί ἄρα ὁ Πέτρος ἐγένετο 
4212	Act 	12	19	Ἡρῴδης δὲ ἐπιζητήσας αὐτὸν καὶ μὴ εὑρὼν ἀνακρίνας τοὺς φύλακας ἐκέλευσεν ἀπαχθῆναι καὶ κατελθὼν ἀπὸ τῆς Ἰουδαίας εἰς τὴν Καισάρειαν διέτριβεν 
4213	Act 	12	20	Ἦν δὲ ὁ Ἡρώδης θυμομαχῶν Τυρίοις καὶ Σιδωνίοις.  ὁμοθυμαδὸν δὲ παρῆσαν πρὸς αὐτόν καὶ πείσαντες Βλάστον τὸν ἐπὶ τοῦ κοιτῶνος τοῦ βασιλέως ᾐτοῦντο εἰρήνην διὰ τὸ τρέφεσθαι αὐτῶν τὴν χώραν ἀπὸ τῆς βασιλικῆς 
4214	Act 	12	21	τακτῇ δὲ ἡμέρᾳ ὁ Ἡρῴδης ἐνδυσάμενος ἐσθῆτα βασιλικὴν καὶ καθίσας ἐπὶ τοῦ βήματος ἐδημηγόρει πρὸς αὐτούς 
4215	Act 	12	22	ὁ δὲ δῆμος ἐπεφώνει Θεοῦ φωνὴ καὶ οὐκ ἀνθρώπου 
4216	Act 	12	23	παραχρῆμα δὲ ἐπάταξεν αὐτὸν ἄγγελος κυρίου ἀνθ ὧν οὐκ ἔδωκεν τὴν δόξαν τῷ θεῷ καὶ γενόμενος σκωληκόβρωτος ἐξέψυξεν 
4217	Act 	12	24	Ὁ δὲ λόγος τοῦ θεοῦ ηὔξανεν καὶ ἐπληθύνετο 
4218	Act 	12	25	Βαρναβᾶς δὲ καὶ Σαῦλος ὑπέστρεψαν ἐξ Ἰερουσαλὴμ πληρώσαντες τὴν διακονίαν συμπαραλαβόντες καὶ Ἰωάννην τὸν ἐπικληθέντα Μᾶρκον 
4219	Act 	13	1	Ἦσαν δὲ τινες ἐν Ἀντιοχείᾳ κατὰ τὴν οὖσαν ἐκκλησίαν προφῆται καὶ διδάσκαλοι ὅ τε Βαρναβᾶς καὶ Συμεὼν ὁ καλούμενος Νίγερ καὶ Λούκιος ὁ Κυρηναῖος Μαναήν τε Ἡρῴδου τοῦ τετράρχου σύντροφος καὶ Σαῦλος 
4220	Act 	13	2	λειτουργούντων δὲ αὐτῶν τῷ κυρίῳ καὶ νηστευόντων εἶπεν τὸ πνεῦμα τὸ ἅγιον Ἀφορίσατε δή μοι τὸν τε Βαρναβᾶν καὶ τὸν Σαῦλον εἰς τὸ ἔργον ὃ προσκέκλημαι αὐτούς 
4221	Act 	13	3	τότε νηστεύσαντες καὶ προσευξάμενοι καὶ ἐπιθέντες τὰς χεῖρας αὐτοῖς ἀπέλυσαν 
4222	Act 	13	4	Οὗτοὶ μὲν οὖν ἐκπεμφθέντες ὑπὸ τοῦ πνεύματος τοῦ ἁγίου κατῆλθον εἰς τὴν Σελεύκειαν ἐκεῖθέν τε ἀπέπλευσαν εἰς τὴν Κύπρον 
4223	Act 	13	5	καὶ γενόμενοι ἐν Σαλαμῖνι κατήγγελλον τὸν λόγον τοῦ θεοῦ ἐν ταῖς συναγωγαῖς τῶν Ἰουδαίων εἶχον δὲ καὶ Ἰωάννην ὑπηρέτην 
4224	Act 	13	6	διελθόντες δὲ τὴν νῆσον ἄχρι Πάφου εὗρον τινὰ μάγον ψευδοπροφήτην Ἰουδαῖον ᾧ ὄνομα Βαριησοῦς, 
4225	Act 	13	7	ὃς ἦν σὺν τῷ ἀνθυπάτῳ Σεργίῳ Παύλῳ ἀνδρὶ συνετῷ οὗτος προσκαλεσάμενος Βαρναβᾶν καὶ Σαῦλον ἐπεζήτησεν ἀκοῦσαι τὸν λόγον τοῦ θεοῦ.  
4226	Act 	13	8	ἀνθίστατο δὲ αὐτοῖς Ἐλύμας ὁ μάγος οὕτως γὰρ μεθερμηνεύεται τὸ ὄνομα αὐτοῦ ζητῶν διαστρέψαι τὸν ἀνθύπατον ἀπὸ τῆς πίστεως 
4227	Act 	13	9	Σαῦλος δέ ὁ καὶ Παῦλος πλησθεὶς πνεύματος ἁγίου καὶ ἀτενίσας εἰς αὐτὸν 
4228	Act 	13	10	εἶπεν Ὦ πλήρης παντὸς δόλου καὶ πάσης ῥᾳδιουργίας υἱὲ διαβόλου ἐχθρὲ πάσης δικαιοσύνης οὐ παύσῃ διαστρέφων τὰς ὁδοὺς κυρίου τὰς εὐθείας 
4229	Act 	13	11	καὶ νῦν ἰδού, χεὶρ τοῦ κυρίου ἐπὶ σέ καὶ ἔσῃ τυφλὸς μὴ βλέπων τὸν ἥλιον ἄχρι καιροῦ παραχρῆμά δὲ ἐπέπεσεν ἐπ' αὐτὸν ἀχλὺς καὶ σκότος καὶ περιάγων ἐζήτει χειραγωγούς 
4230	Act 	13	12	τότε ἰδὼν ὁ ἀνθύπατος τὸ γεγονὸς ἐπίστευσεν ἐκπλησσόμενος ἐπὶ τῇ διδαχῇ τοῦ κυρίου 
4231	Act 	13	13	Ἀναχθέντες δὲ ἀπὸ τῆς Πάφου οἱ περὶ τὸν Παῦλον ἦλθον εἰς Πέργην τῆς Παμφυλίας.  Ἰωάννης δὲ ἀποχωρήσας ἀπ' αὐτῶν ὑπέστρεψεν εἰς Ἱεροσόλυμα 
4232	Act 	13	14	αὐτοὶ δὲ διελθόντες ἀπὸ τῆς Πέργης παρεγένοντο εἰς Ἀντιόχειαν τῆς Πισιδίας καὶ εἰσελθόντες εἰς τὴν συναγωγὴν τῇ ἡμέρᾳ τῶν σαββάτων ἐκάθισαν 
4233	Act 	13	15	μετὰ δὲ τὴν ἀνάγνωσιν τοῦ νόμου καὶ τῶν προφητῶν ἀπέστειλαν οἱ ἀρχισυνάγωγοι πρὸς αὐτοὺς λέγοντες Ἄνδρες ἀδελφοί εἴ ἐστιν λόγος ἐν ὑμῖν παρακλήσεως πρὸς τὸν λαόν λέγετε 
4234	Act 	13	16	ἀναστὰς δὲ Παῦλος καὶ κατασείσας τῇ χειρὶ εἶπεν.  Ἄνδρες Ἰσραηλῖται καὶ οἱ φοβούμενοι τὸν θεόν ἀκούσατε 
4235	Act 	13	17	ὁ θεὸς τοῦ λαοῦ τούτου Ἰσραὴλ ἐξελέξατο τοὺς πατέρας ἡμῶν καὶ τὸν λαὸν ὕψωσεν ἐν τῇ παροικίᾳ ἐν γῇ Αἰγύπτῳ, καὶ μετὰ βραχίονος ὑψηλοῦ ἐξήγαγεν αὐτοὺς ἐξ αὐτῆς 
4236	Act 	13	18	καὶ ὡς τεσσαρακονταετῆ χρόνον ἐτροποφόρησεν αὐτοὺς ἐν τῇ ἐρήμῳ 
